age,memory_score,attention_score,recall_score,reaction_score,reaction_time_ms,previous_accuracy,weak_area,recommended_activity,recommended_difficulty
65,63.0,43.0,74.0,66.0,672.0,86.0,attention,Attention Challenge,Easy
60,87.0,83.0,59.0,77.0,541.0,86.0,recall,Number Recall,Easy
72,71.0,63.0,83.0,67.0,667.0,44.0,attention,Attention Challenge,Easy
75,63.0,51.0,82.0,80.0,501.0,82.0,attention,Attention Challenge,Easy
90,74.0,53.0,77.0,66.0,672.0,87.0,attention,Attention Challenge,Easy
88,90.0,55.0,72.0,67.0,668.0,65.0,attention,Attention Challenge,Easy
71,83.0,50.0,81.0,63.0,709.0,78.0,attention,Attention Challenge,Easy
79,78.0,95.0,83.0,83.0,465.0,68.0,memory,Memory Match,Medium
66,59.0,75.0,78.0,77.0,540.0,88.0,memory,Memory Match,Easy
77,94.0,84.0,54.0,57.0,784.0,68.0,recall,Number Recall,Easy
76,68.0,76.0,61.0,78.0,520.0,70.0,recall,Word Recall,Easy
75,86.0,69.0,68.0,68.0,647.0,73.0,recall,Number Recall,Medium
81,71.0,69.0,51.0,54.0,825.0,100.0,recall,Word Recall,Easy
85,85.0,62.0,75.0,94.0,328.0,88.0,attention,Attention Challenge,Easy
60,91.0,63.0,92.0,79.0,516.0,94.0,attention,Attention Challenge,Easy
81,83.0,47.0,90.0,76.0,550.0,60.0,attention,Attention Challenge,Easy
88,84.0,84.0,82.0,93.0,334.0,65.0,recall,Word Recall,Medium
66,74.0,41.0,82.0,80.0,495.0,91.0,attention,Attention Challenge,Easy
61,70.0,52.0,100.0,85.0,433.0,60.0,attention,Attention Challenge,Easy
64,77.0,98.0,84.0,68.0,653.0,71.0,reaction,Reaction Test,Medium
71,71.0,70.0,85.0,93.0,342.0,99.0,attention,Attention Challenge,Medium
80,100.0,71.0,52.0,58.0,777.0,68.0,recall,Number Recall,Easy
75,63.0,78.0,91.0,69.0,633.0,60.0,memory,Memory Match,Easy
82,87.0,45.0,78.0,86.0,424.0,78.0,attention,Attention Challenge,Easy
56,81.0,47.0,71.0,66.0,673.0,60.0,attention,Attention Challenge,Easy
55,78.0,61.0,67.0,70.0,622.0,90.0,attention,Attention Challenge,Easy
90,93.0,54.0,64.0,76.0,545.0,69.0,attention,Attention Challenge,Easy
80,79.0,67.0,90.0,83.0,463.0,67.0,attention,Attention Challenge,Medium
83,67.0,75.0,72.0,71.0,616.0,78.0,memory,Memory Match,Medium
75,79.0,89.0,65.0,75.0,565.0,74.0,recall,Number Recall,Medium
65,73.0,80.0,61.0,83.0,467.0,81.0,recall,Word Recall,Easy
65,81.0,53.0,74.0,89.0,389.0,83.0,attention,Attention Challenge,Easy
90,85.0,62.0,67.0,84.0,448.0,76.0,attention,Attention Challenge,Easy
89,65.0,58.0,64.0,81.0,490.0,66.0,attention,Attention Challenge,Easy
88,89.0,53.0,53.0,65.0,689.0,85.0,attention,Attention Challenge,Easy
78,72.0,49.0,85.0,68.0,653.0,71.0,attention,Attention Challenge,Easy
76,80.0,93.0,70.0,80.0,496.0,69.0,recall,Word Recall,Medium
59,82.0,68.0,57.0,80.0,501.0,79.0,recall,Number Recall,Easy
87,79.0,65.0,68.0,66.0,669.0,59.0,attention,Attention Challenge,Medium
90,74.0,75.0,80.0,73.0,582.0,82.0,reaction,Reaction Test,Medium
74,69.0,76.0,72.0,74.0,580.0,80.0,memory,Memory Match,Medium
73,72.0,85.0,75.0,83.0,466.0,89.0,memory,Memory Match,Medium
89,94.0,57.0,73.0,77.0,535.0,73.0,attention,Attention Challenge,Easy
71,65.0,74.0,54.0,76.0,551.0,91.0,recall,Number Recall,Easy
88,66.0,54.0,85.0,77.0,539.0,83.0,attention,Attention Challenge,Easy
63,66.0,65.0,48.0,69.0,638.0,78.0,recall,Number Recall,Easy
80,77.0,69.0,78.0,69.0,642.0,96.0,attention,Attention Challenge,Medium
56,57.0,70.0,81.0,85.0,440.0,79.0,memory,Memory Match,Easy
63,59.0,70.0,69.0,81.0,490.0,73.0,memory,Memory Match,Easy
63,72.0,80.0,77.0,83.0,468.0,79.0,memory,Memory Match,Medium
71,60.0,59.0,68.0,63.0,717.0,73.0,attention,Attention Challenge,Easy
55,61.0,71.0,77.0,54.0,820.0,82.0,reaction,Reaction Test,Easy
79,60.0,57.0,86.0,80.0,494.0,91.0,attention,Attention Challenge,Easy
79,65.0,100.0,61.0,78.0,530.0,78.0,recall,Number Recall,Easy
89,84.0,54.0,81.0,68.0,651.0,79.0,attention,Attention Challenge,Easy
57,86.0,57.0,96.0,83.0,465.0,86.0,attention,Attention Challenge,Easy
84,98.0,81.0,76.0,68.0,654.0,90.0,reaction,Reaction Test,Medium
88,98.0,62.0,65.0,76.0,547.0,73.0,attention,Attention Challenge,Easy
66,84.0,81.0,100.0,93.0,341.0,80.0,attention,Attention Challenge,Medium
73,87.0,70.0,73.0,88.0,394.0,86.0,attention,Attention Challenge,Medium
71,77.0,62.0,75.0,79.0,509.0,81.0,attention,Attention Challenge,Easy
64,81.0,57.0,76.0,64.0,697.0,59.0,attention,Attention Challenge,Easy
66,98.0,56.0,78.0,85.0,443.0,88.0,attention,Attention Challenge,Easy
70,79.0,62.0,67.0,81.0,486.0,83.0,attention,Attention Challenge,Easy
78,89.0,65.0,75.0,74.0,575.0,84.0,attention,Attention Challenge,Medium
73,64.0,56.0,85.0,92.0,350.0,66.0,attention,Attention Challenge,Easy
62,67.0,66.0,67.0,73.0,586.0,80.0,attention,Attention Challenge,Medium
85,79.0,52.0,66.0,91.0,365.0,86.0,attention,Attention Challenge,Easy
75,77.0,79.0,68.0,71.0,618.0,69.0,recall,Word Recall,Medium
71,68.0,82.0,57.0,84.0,453.0,72.0,recall,Number Recall,Easy
77,100.0,57.0,62.0,85.0,437.0,87.0,attention,Attention Challenge,Easy
70,77.0,57.0,62.0,73.0,583.0,71.0,attention,Attention Challenge,Easy
60,70.0,71.0,72.0,68.0,645.0,76.0,reaction,Reaction Test,Medium
62,77.0,87.0,84.0,72.0,595.0,68.0,reaction,Reaction Test,Medium
79,75.0,90.0,92.0,74.0,575.0,96.0,reaction,Reaction Test,Medium
72,77.0,47.0,73.0,74.0,577.0,83.0,attention,Attention Challenge,Easy
79,56.0,83.0,78.0,72.0,596.0,75.0,memory,Memory Match,Easy
66,91.0,67.0,75.0,72.0,604.0,74.0,attention,Attention Challenge,Medium
69,91.0,67.0,43.0,80.0,503.0,66.0,recall,Word Recall,Easy
80,93.0,76.0,56.0,70.0,629.0,77.0,recall,Number Recall,Easy
80,79.0,61.0,83.0,84.0,454.0,85.0,attention,Attention Challenge,Easy
86,83.0,84.0,84.0,66.0,681.0,70.0,reaction,Reaction Test,Medium
64,65.0,89.0,84.0,68.0,644.0,79.0,memory,Memory Match,Medium
70,85.0,90.0,70.0,55.0,812.0,74.0,reaction,Reaction Test,Easy
61,78.0,40.0,44.0,71.0,612.0,92.0,attention,Attention Challenge,Easy
71,69.0,65.0,58.0,67.0,659.0,72.0,recall,Number Recall,Easy
77,85.0,39.0,60.0,91.0,363.0,86.0,attention,Attention Challenge,Easy
80,86.0,57.0,81.0,67.0,663.0,92.0,attention,Attention Challenge,Easy
75,76.0,32.0,67.0,65.0,691.0,74.0,attention,Attention Challenge,Easy
76,80.0,75.0,96.0,62.0,731.0,72.0,reaction,Reaction Test,Easy
61,63.0,71.0,93.0,75.0,564.0,87.0,memory,Memory Match,Easy
68,90.0,62.0,95.0,79.0,509.0,60.0,attention,Attention Challenge,Easy
69,64.0,56.0,59.0,86.0,419.0,82.0,attention,Attention Challenge,Easy
61,67.0,73.0,79.0,86.0,430.0,62.0,memory,Memory Match,Medium
63,76.0,53.0,65.0,76.0,547.0,90.0,attention,Attention Challenge,Easy
62,88.0,52.0,77.0,93.0,340.0,75.0,attention,Attention Challenge,Easy
77,88.0,50.0,61.0,83.0,458.0,77.0,attention,Attention Challenge,Easy
83,75.0,65.0,89.0,75.0,561.0,71.0,attention,Attention Challenge,Medium
72,84.0,59.0,61.0,75.0,558.0,62.0,attention,Attention Challenge,Easy
85,55.0,62.0,45.0,85.0,434.0,91.0,recall,Number Recall,Easy
84,66.0,76.0,100.0,88.0,402.0,76.0,memory,Memory Match,Medium
89,67.0,82.0,78.0,86.0,420.0,100.0,memory,Memory Match,Medium
72,90.0,90.0,57.0,78.0,523.0,70.0,recall,Word Recall,Easy
71,83.0,69.0,70.0,56.0,806.0,72.0,reaction,Reaction Test,Easy
68,77.0,73.0,64.0,66.0,677.0,69.0,recall,Word Recall,Easy
85,78.0,71.0,72.0,74.0,576.0,76.0,attention,Attention Challenge,Medium
78,94.0,43.0,83.0,71.0,616.0,94.0,attention,Attention Challenge,Easy
89,73.0,62.0,81.0,66.0,672.0,88.0,attention,Attention Challenge,Easy
88,59.0,63.0,76.0,70.0,631.0,63.0,memory,Memory Match,Easy
57,88.0,60.0,72.0,79.0,513.0,90.0,attention,Attention Challenge,Easy
80,77.0,67.0,87.0,84.0,449.0,85.0,attention,Attention Challenge,Medium
77,86.0,65.0,45.0,77.0,535.0,83.0,recall,Number Recall,Easy
69,74.0,53.0,62.0,66.0,671.0,71.0,attention,Attention Challenge,Easy
58,65.0,66.0,58.0,79.0,518.0,72.0,recall,Number Recall,Easy
83,80.0,58.0,86.0,87.0,417.0,79.0,attention,Attention Challenge,Easy
76,75.0,29.0,62.0,93.0,343.0,72.0,attention,Attention Challenge,Easy
79,77.0,47.0,54.0,77.0,535.0,91.0,attention,Attention Challenge,Easy
67,94.0,69.0,80.0,86.0,427.0,72.0,attention,Attention Challenge,Medium
72,62.0,84.0,59.0,80.0,498.0,59.0,recall,Word Recall,Easy
87,78.0,32.0,67.0,62.0,725.0,65.0,attention,Attention Challenge,Easy
70,65.0,55.0,100.0,76.0,544.0,66.0,attention,Attention Challenge,Easy
56,44.0,74.0,83.0,83.0,460.0,75.0,memory,Memory Match,Easy
89,74.0,81.0,69.0,73.0,587.0,80.0,recall,Word Recall,Medium
88,75.0,62.0,70.0,58.0,781.0,79.0,reaction,Reaction Test,Easy
84,82.0,58.0,85.0,77.0,536.0,83.0,attention,Attention Challenge,Easy
67,72.0,86.0,81.0,99.0,267.0,75.0,memory,Memory Match,Medium
67,57.0,80.0,73.0,70.0,628.0,76.0,memory,Memory Match,Easy
72,65.0,81.0,73.0,73.0,592.0,96.0,memory,Memory Match,Medium
86,91.0,61.0,51.0,75.0,561.0,90.0,recall,Word Recall,Easy
86,65.0,85.0,48.0,78.0,524.0,82.0,recall,Number Recall,Easy
89,94.0,39.0,70.0,84.0,453.0,87.0,attention,Attention Challenge,Easy
83,88.0,85.0,63.0,61.0,732.0,59.0,reaction,Reaction Test,Easy
83,71.0,67.0,80.0,94.0,329.0,70.0,attention,Attention Challenge,Medium
70,66.0,70.0,75.0,79.0,513.0,74.0,memory,Memory Match,Medium
64,88.0,54.0,61.0,79.0,510.0,70.0,attention,Attention Challenge,Easy
84,72.0,41.0,74.0,68.0,652.0,63.0,attention,Attention Challenge,Easy
79,56.0,70.0,66.0,64.0,698.0,82.0,memory,Memory Match,Easy
74,82.0,76.0,100.0,78.0,523.0,92.0,attention,Attention Challenge,Medium
59,80.0,79.0,77.0,74.0,573.0,78.0,reaction,Reaction Test,Medium
55,89.0,77.0,50.0,73.0,583.0,84.0,recall,Number Recall,Easy
84,79.0,74.0,97.0,66.0,676.0,78.0,reaction,Reaction Test,Medium
57,68.0,54.0,63.0,66.0,674.0,74.0,attention,Attention Challenge,Easy
68,90.0,80.0,58.0,81.0,485.0,87.0,recall,Word Recall,Easy
84,91.0,52.0,100.0,72.0,603.0,64.0,attention,Attention Challenge,Easy
58,78.0,85.0,77.0,72.0,596.0,59.0,reaction,Reaction Test,Medium
72,76.0,67.0,82.0,77.0,536.0,64.0,attention,Attention Challenge,Medium
79,59.0,67.0,82.0,72.0,595.0,87.0,memory,Memory Match,Easy
55,68.0,81.0,69.0,76.0,552.0,79.0,memory,Memory Match,Medium
69,84.0,83.0,64.0,74.0,569.0,82.0,recall,Word Recall,Easy
63,68.0,80.0,66.0,89.0,387.0,95.0,recall,Number Recall,Medium
69,58.0,56.0,95.0,85.0,440.0,66.0,attention,Attention Challenge,Easy
78,100.0,79.0,75.0,68.0,648.0,90.0,reaction,Reaction Test,Medium
58,57.0,56.0,90.0,88.0,405.0,74.0,attention,Attention Challenge,Easy
66,100.0,80.0,71.0,72.0,606.0,73.0,recall,Number Recall,Medium
60,71.0,47.0,61.0,77.0,540.0,79.0,attention,Attention Challenge,Easy
78,74.0,67.0,52.0,66.0,674.0,80.0,recall,Number Recall,Easy
65,67.0,56.0,81.0,70.0,628.0,76.0,attention,Attention Challenge,Easy
67,84.0,81.0,96.0,80.0,496.0,84.0,reaction,Reaction Test,Medium
88,58.0,85.0,60.0,78.0,523.0,79.0,memory,Memory Match,Easy
79,53.0,71.0,79.0,95.0,312.0,76.0,memory,Memory Match,Easy
61,94.0,70.0,53.0,77.0,534.0,74.0,recall,Word Recall,Easy
58,65.0,79.0,64.0,88.0,398.0,80.0,recall,Number Recall,Easy
62,84.0,85.0,76.0,78.0,524.0,64.0,recall,Word Recall,Medium
74,62.0,69.0,48.0,82.0,473.0,67.0,recall,Number Recall,Easy
83,84.0,61.0,72.0,84.0,445.0,74.0,attention,Attention Challenge,Easy
64,95.0,78.0,60.0,65.0,693.0,83.0,recall,Number Recall,Easy
88,69.0,40.0,80.0,88.0,397.0,99.0,attention,Attention Challenge,Easy
80,52.0,82.0,70.0,85.0,434.0,76.0,memory,Memory Match,Easy
57,95.0,57.0,85.0,83.0,466.0,60.0,attention,Attention Challenge,Easy
60,86.0,64.0,68.0,81.0,492.0,70.0,attention,Attention Challenge,Easy
59,69.0,82.0,53.0,84.0,445.0,85.0,recall,Word Recall,Easy
59,72.0,62.0,51.0,79.0,507.0,68.0,recall,Number Recall,Easy
77,62.0,78.0,45.0,73.0,586.0,65.0,recall,Word Recall,Easy
63,92.0,85.0,81.0,70.0,630.0,85.0,reaction,Reaction Test,Medium
89,69.0,70.0,100.0,70.0,625.0,83.0,memory,Memory Match,Medium
74,58.0,73.0,78.0,94.0,321.0,63.0,memory,Memory Match,Easy
89,78.0,66.0,95.0,72.0,596.0,69.0,attention,Attention Challenge,Medium
72,65.0,70.0,88.0,72.0,603.0,90.0,memory,Memory Match,Medium
71,63.0,51.0,65.0,82.0,471.0,87.0,attention,Attention Challenge,Easy
78,70.0,64.0,90.0,60.0,750.0,66.0,reaction,Reaction Test,Easy
57,76.0,49.0,65.0,66.0,681.0,58.0,attention,Attention Challenge,Easy
86,58.0,55.0,66.0,78.0,528.0,81.0,attention,Attention Challenge,Easy
89,92.0,38.0,69.0,82.0,478.0,75.0,attention,Attention Challenge,Easy
67,83.0,72.0,70.0,60.0,748.0,80.0,reaction,Reaction Test,Easy
79,71.0,93.0,81.0,76.0,548.0,84.0,memory,Memory Match,Medium
63,64.0,61.0,63.0,75.0,560.0,68.0,attention,Attention Challenge,Easy
58,74.0,82.0,84.0,75.0,559.0,74.0,memory,Memory Match,Medium
68,86.0,85.0,84.0,54.0,826.0,69.0,reaction,Reaction Test,Easy
88,84.0,50.0,77.0,78.0,524.0,69.0,attention,Attention Challenge,Easy
65,88.0,53.0,99.0,76.0,547.0,84.0,attention,Attention Challenge,Easy
57,69.0,83.0,90.0,84.0,450.0,79.0,memory,Memory Match,Medium
82,40.0,67.0,87.0,80.0,503.0,62.0,memory,Memory Match,Easy
83,90.0,49.0,73.0,86.0,426.0,85.0,attention,Attention Challenge,Easy
63,73.0,58.0,77.0,84.0,453.0,74.0,attention,Attention Challenge,Easy
57,83.0,74.0,79.0,93.0,333.0,86.0,attention,Attention Challenge,Medium
79,95.0,56.0,72.0,68.0,656.0,68.0,attention,Attention Challenge,Easy
88,100.0,26.0,67.0,74.0,569.0,69.0,attention,Attention Challenge,Easy
66,67.0,63.0,38.0,74.0,579.0,81.0,recall,Number Recall,Easy
63,77.0,64.0,82.0,76.0,544.0,67.0,attention,Attention Challenge,Easy
69,91.0,68.0,87.0,75.0,559.0,75.0,attention,Attention Challenge,Medium
79,65.0,87.0,56.0,60.0,744.0,66.0,recall,Word Recall,Easy
59,68.0,69.0,80.0,83.0,458.0,74.0,memory,Memory Match,Medium
65,68.0,72.0,64.0,73.0,583.0,78.0,recall,Word Recall,Easy
88,75.0,84.0,67.0,73.0,583.0,78.0,recall,Number Recall,Medium
78,72.0,68.0,90.0,65.0,687.0,74.0,reaction,Reaction Test,Medium
69,68.0,100.0,58.0,72.0,603.0,81.0,recall,Number Recall,Easy
62,63.0,49.0,58.0,71.0,609.0,79.0,attention,Attention Challenge,Easy
59,85.0,54.0,97.0,88.0,399.0,77.0,attention,Attention Challenge,Easy
80,91.0,77.0,70.0,84.0,453.0,72.0,recall,Word Recall,Medium
72,93.0,87.0,89.0,87.0,410.0,89.0,attention,Attention Challenge,Hard
60,69.0,65.0,50.0,100.0,253.0,82.0,recall,Word Recall,Easy
67,85.0,53.0,51.0,72.0,598.0,68.0,recall,Number Recall,Easy
82,78.0,94.0,59.0,78.0,519.0,84.0,recall,Word Recall,Easy
59,68.0,56.0,65.0,72.0,598.0,87.0,attention,Attention Challenge,Easy
67,84.0,73.0,52.0,76.0,554.0,77.0,recall,Word Recall,Easy
71,68.0,88.0,77.0,74.0,579.0,78.0,memory,Memory Match,Medium
86,70.0,61.0,78.0,63.0,711.0,57.0,attention,Attention Challenge,Easy
83,58.0,59.0,59.0,76.0,551.0,70.0,memory,Memory Match,Easy
57,69.0,60.0,61.0,70.0,630.0,86.0,attention,Attention Challenge,Easy
88,78.0,82.0,62.0,79.0,514.0,70.0,recall,Number Recall,Easy
81,94.0,84.0,56.0,68.0,649.0,76.0,recall,Word Recall,Easy
67,71.0,69.0,31.0,88.0,401.0,69.0,recall,Number Recall,Easy
87,63.0,96.0,71.0,94.0,329.0,80.0,memory,Memory Match,Easy
60,93.0,68.0,66.0,56.0,803.0,82.0,reaction,Reaction Test,Easy
78,69.0,87.0,67.0,58.0,770.0,82.0,reaction,Reaction Test,Easy
73,54.0,62.0,58.0,95.0,317.0,67.0,memory,Memory Match,Easy
70,77.0,100.0,83.0,76.0,546.0,79.0,reaction,Reaction Test,Medium
82,71.0,92.0,100.0,75.0,568.0,94.0,memory,Memory Match,Medium
87,100.0,66.0,60.0,69.0,637.0,85.0,recall,Word Recall,Easy
67,81.0,90.0,92.0,59.0,759.0,79.0,reaction,Reaction Test,Easy
79,73.0,89.0,77.0,86.0,423.0,59.0,memory,Memory Match,Medium
90,64.0,91.0,72.0,86.0,429.0,76.0,memory,Memory Match,Easy
81,79.0,31.0,67.0,76.0,550.0,94.0,attention,Attention Challenge,Easy
61,92.0,79.0,71.0,85.0,434.0,91.0,recall,Number Recall,Medium
59,79.0,76.0,88.0,100.0,250.0,83.0,attention,Attention Challenge,Medium
85,65.0,75.0,56.0,78.0,523.0,71.0,recall,Number Recall,Easy
77,81.0,71.0,68.0,68.0,653.0,79.0,recall,Word Recall,Medium
64,74.0,72.0,89.0,76.0,548.0,86.0,attention,Attention Challenge,Medium
86,80.0,87.0,86.0,70.0,625.0,87.0,reaction,Reaction Test,Medium
84,71.0,76.0,56.0,71.0,608.0,81.0,recall,Number Recall,Easy
85,70.0,71.0,69.0,86.0,427.0,87.0,recall,Word Recall,Medium
72,70.0,85.0,82.0,75.0,558.0,77.0,memory,Memory Match,Medium
90,86.0,74.0,81.0,91.0,367.0,77.0,attention,Attention Challenge,Medium
56,71.0,76.0,86.0,81.0,489.0,73.0,memory,Memory Match,Medium
68,69.0,96.0,77.0,76.0,556.0,82.0,memory,Memory Match,Medium
67,64.0,61.0,80.0,76.0,550.0,88.0,attention,Attention Challenge,Easy
83,80.0,45.0,77.0,88.0,395.0,85.0,attention,Attention Challenge,Easy
66,79.0,69.0,94.0,86.0,419.0,66.0,attention,Attention Challenge,Medium
56,70.0,71.0,66.0,73.0,585.0,66.0,recall,Word Recall,Medium
86,66.0,79.0,73.0,68.0,649.0,89.0,memory,Memory Match,Medium
67,98.0,70.0,58.0,78.0,525.0,80.0,recall,Word Recall,Easy
81,52.0,79.0,55.0,78.0,519.0,80.0,memory,Memory Match,Easy
71,81.0,100.0,77.0,67.0,662.0,80.0,reaction,Reaction Test,Medium
85,90.0,80.0,62.0,83.0,457.0,96.0,recall,Number Recall,Easy
88,34.0,83.0,71.0,59.0,757.0,74.0,memory,Memory Match,Easy
78,85.0,66.0,95.0,89.0,389.0,89.0,attention,Attention Challenge,Medium
89,72.0,47.0,94.0,66.0,676.0,80.0,attention,Attention Challenge,Easy
60,78.0,34.0,100.0,71.0,615.0,62.0,attention,Attention Challenge,Easy
73,71.0,60.0,95.0,53.0,839.0,70.0,reaction,Reaction Test,Easy
84,88.0,29.0,100.0,87.0,415.0,72.0,attention,Attention Challenge,Easy
61,79.0,76.0,78.0,98.0,270.0,89.0,attention,Attention Challenge,Medium
64,77.0,62.0,59.0,64.0,700.0,90.0,recall,Number Recall,Easy
86,64.0,48.0,58.0,90.0,373.0,82.0,attention,Attention Challenge,Easy
88,98.0,70.0,92.0,70.0,624.0,73.0,attention,Attention Challenge,Medium
82,75.0,57.0,73.0,65.0,692.0,69.0,attention,Attention Challenge,Easy
69,100.0,75.0,74.0,72.0,596.0,89.0,reaction,Reaction Test,Medium
84,98.0,79.0,64.0,74.0,578.0,65.0,recall,Word Recall,Easy
83,54.0,57.0,66.0,72.0,598.0,77.0,memory,Memory Match,Easy
76,67.0,64.0,77.0,68.0,650.0,100.0,attention,Attention Challenge,Easy
58,63.0,71.0,57.0,70.0,620.0,73.0,recall,Number Recall,Easy
74,74.0,47.0,76.0,88.0,404.0,65.0,attention,Attention Challenge,Easy
86,77.0,71.0,93.0,58.0,769.0,60.0,reaction,Reaction Test,Easy
90,78.0,47.0,42.0,76.0,556.0,100.0,recall,Word Recall,Easy
58,88.0,76.0,50.0,71.0,612.0,81.0,recall,Number Recall,Easy
81,93.0,61.0,81.0,69.0,635.0,69.0,attention,Attention Challenge,Easy
71,87.0,46.0,91.0,65.0,689.0,76.0,attention,Attention Challenge,Easy
66,68.0,59.0,65.0,66.0,676.0,71.0,attention,Attention Challenge,Easy
76,66.0,60.0,44.0,75.0,566.0,59.0,recall,Number Recall,Easy
71,75.0,84.0,92.0,75.0,558.0,86.0,memory,Memory Match,Medium
64,80.0,71.0,61.0,72.0,599.0,78.0,recall,Number Recall,Easy
55,73.0,54.0,67.0,65.0,682.0,85.0,attention,Attention Challenge,Easy
76,59.0,93.0,76.0,87.0,416.0,78.0,memory,Memory Match,Easy
80,83.0,77.0,63.0,70.0,627.0,79.0,recall,Word Recall,Easy
72,70.0,63.0,60.0,84.0,444.0,56.0,recall,Number Recall,Easy
68,70.0,45.0,60.0,58.0,772.0,87.0,attention,Attention Challenge,Easy
83,74.0,62.0,98.0,72.0,594.0,67.0,attention,Attention Challenge,Easy
66,72.0,65.0,88.0,80.0,500.0,70.0,attention,Attention Challenge,Medium
90,71.0,74.0,80.0,72.0,601.0,73.0,memory,Memory Match,Medium
89,60.0,77.0,41.0,76.0,551.0,57.0,recall,Word Recall,Easy
66,74.0,80.0,80.0,78.0,531.0,72.0,memory,Memory Match,Medium
61,83.0,44.0,79.0,93.0,333.0,71.0,attention,Attention Challenge,Easy
83,78.0,71.0,54.0,86.0,427.0,74.0,recall,Number Recall,Easy
65,86.0,66.0,76.0,77.0,533.0,61.0,attention,Attention Challenge,Medium
87,66.0,100.0,87.0,92.0,347.0,87.0,memory,Memory Match,Medium
60,60.0,69.0,80.0,82.0,480.0,82.0,memory,Memory Match,Easy
69,72.0,59.0,62.0,81.0,490.0,69.0,attention,Attention Challenge,Easy
86,68.0,70.0,72.0,84.0,456.0,72.0,memory,Memory Match,Medium
65,69.0,68.0,82.0,69.0,643.0,86.0,attention,Attention Challenge,Medium
77,78.0,38.0,73.0,84.0,444.0,75.0,attention,Attention Challenge,Easy
80,69.0,74.0,90.0,75.0,561.0,66.0,memory,Memory Match,Medium
88,60.0,63.0,78.0,79.0,508.0,77.0,memory,Memory Match,Easy
88,68.0,68.0,83.0,77.0,536.0,67.0,memory,Memory Match,Medium
83,79.0,55.0,83.0,61.0,743.0,71.0,attention,Attention Challenge,Easy
58,83.0,52.0,57.0,74.0,572.0,77.0,attention,Attention Challenge,Easy
71,83.0,81.0,73.0,72.0,595.0,89.0,reaction,Reaction Test,Medium
89,80.0,85.0,67.0,83.0,458.0,98.0,recall,Number Recall,Medium
67,73.0,74.0,87.0,70.0,625.0,92.0,reaction,Reaction Test,Medium
69,80.0,41.0,78.0,70.0,620.0,77.0,attention,Attention Challenge,Easy
83,74.0,75.0,69.0,71.0,609.0,100.0,recall,Word Recall,Medium
83,76.0,41.0,54.0,88.0,405.0,84.0,attention,Attention Challenge,Easy
65,64.0,58.0,50.0,82.0,480.0,68.0,recall,Word Recall,Easy
86,76.0,81.0,76.0,62.0,722.0,79.0,reaction,Reaction Test,Easy
56,80.0,78.0,62.0,83.0,467.0,71.0,recall,Word Recall,Easy
68,79.0,75.0,81.0,61.0,738.0,66.0,reaction,Reaction Test,Easy
74,60.0,88.0,49.0,81.0,484.0,66.0,recall,Word Recall,Easy
76,76.0,76.0,94.0,75.0,568.0,77.0,reaction,Reaction Test,Medium
65,58.0,38.0,81.0,78.0,528.0,86.0,attention,Attention Challenge,Easy
81,77.0,62.0,73.0,84.0,449.0,89.0,attention,Attention Challenge,Easy
57,67.0,67.0,96.0,84.0,450.0,66.0,memory,Memory Match,Medium
71,95.0,66.0,85.0,83.0,465.0,75.0,attention,Attention Challenge,Medium
82,76.0,59.0,65.0,75.0,568.0,83.0,attention,Attention Challenge,Easy
83,85.0,53.0,73.0,67.0,657.0,80.0,attention,Attention Challenge,Easy
75,100.0,100.0,45.0,75.0,560.0,85.0,recall,Word Recall,Easy
70,65.0,62.0,87.0,76.0,546.0,74.0,attention,Attention Challenge,Easy
74,80.0,100.0,68.0,64.0,695.0,91.0,reaction,Reaction Test,Easy
60,61.0,51.0,44.0,76.0,555.0,78.0,recall,Number Recall,Easy
73,79.0,78.0,55.0,81.0,485.0,86.0,recall,Word Recall,Easy
59,96.0,71.0,84.0,86.0,430.0,74.0,attention,Attention Challenge,Medium
57,67.0,54.0,95.0,64.0,702.0,79.0,attention,Attention Challenge,Easy
55,64.0,61.0,72.0,79.0,510.0,62.0,attention,Attention Challenge,Easy
69,74.0,68.0,58.0,82.0,481.0,70.0,recall,Word Recall,Easy
88,100.0,55.0,52.0,82.0,470.0,76.0,recall,Number Recall,Easy
89,84.0,64.0,92.0,64.0,696.0,79.0,attention,Attention Challenge,Easy
79,64.0,33.0,78.0,82.0,481.0,100.0,attention,Attention Challenge,Easy
78,92.0,79.0,67.0,66.0,669.0,74.0,reaction,Reaction Test,Medium
66,55.0,86.0,64.0,78.0,522.0,64.0,memory,Memory Match,Easy
72,100.0,75.0,81.0,88.0,405.0,95.0,attention,Attention Challenge,Medium
69,85.0,100.0,81.0,79.0,510.0,89.0,reaction,Reaction Test,Medium
70,96.0,78.0,59.0,76.0,546.0,66.0,recall,Word Recall,Easy
81,55.0,85.0,56.0,77.0,536.0,83.0,memory,Memory Match,Easy
62,77.0,87.0,57.0,77.0,533.0,86.0,recall,Word Recall,Easy
79,73.0,27.0,65.0,79.0,511.0,80.0,attention,Attention Challenge,Easy
71,63.0,74.0,62.0,84.0,456.0,81.0,recall,Word Recall,Easy
83,59.0,47.0,95.0,76.0,551.0,72.0,attention,Attention Challenge,Easy
62,81.0,50.0,65.0,71.0,615.0,83.0,attention,Attention Challenge,Easy
69,82.0,53.0,55.0,90.0,374.0,73.0,attention,Attention Challenge,Easy
81,91.0,63.0,55.0,64.0,706.0,52.0,recall,Word Recall,Easy
